FID,sa4_code21,sa4_name21,sa4,week,resp_n_1920,resp_rate_1920,resp_n_1419,resp_rate_1419,asth_n_1920,asth_rate_1920,asth_n_1419,asth_rate_1419,copd_n_1920,copd_rate_1920,copd_n_1419,copd_rate_1419,bre_n_1920,bre_rate_1920,bre_n_1419,bre_rate_1419,hea_n_1920,hea_rate_1920,hea_n_1419,hea_rate_1419,heaa_n_1920,heaa_rate_1920,heaa_n_1419,heaa_rate_1419,cere_n_1920,cere_rate_1920,cere_n_1419,cere_rate_1419,ches_n_1920,ches_rate_1920,ches_n_1419,ches_rate_1419,men_n_1920,men_rate_1920,men_n_1419,men_rate_1419,burn_n_1920,burn_rate_1920,burn_n_1419,burn_rate_1419,deh_n_1920,deh_rate_1920,deh_n_1419,deh_rate_1419
s4_geo.fid--2c346315_187d5bf56ff_5c12,126,Sydney - Ryde,126,2019-09-15T00:00:00,82,41.15226364,75,36.60161209,12,6.0222826,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,17,8.29636574,23,11.5427084,21,10.24845219,NaN,NaN,NaN,NaN,5,NaN,5,NaN,49,24.59098625,45,21.96096802,26,13.04827881,33,16.10470963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c13,126,Sydney - Ryde,126,2019-09-22T00:00:00,67,33.62440872,66,32.20941925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,5.01856852,14,6.83230114,18,9.03342342,24,11.71251583,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,54,27.10027122,47,22.93701172,23,11.5427084,28,13.66460228,NaN,NaN,9,NaN,6,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c14,126,Sydney - Ryde,126,2019-09-29T00:00:00,81,40.65040588,64,31.23337746,5,NaN,7,NaN,NaN,NaN,NaN,NaN,14,7.02599621,17,8.29636574,17,8.53156662,18,8.78438759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,20.07427406,36,17.56877327,30,15.05570602,33,16.10470963,6,NaN,7,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c15,126,Sydney - Ryde,126,2019-10-06T00:00:00,58,29.10769844,73,35.62556839,6,NaN,5,NaN,NaN,NaN,NaN,NaN,10,5.01856852,13,6.34427977,20,10.03713703,6,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,44,22.08170128,38,18.54481697,32,16.05941963,26,12.68855858,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c16,126,Sydney - Ryde,126,2019-10-13T00:00:00,69,34.62812424,49,23.91305351,13,6.5241394,NaN,NaN,NaN,NaN,NaN,NaN,14,7.02599621,13,6.34427977,16,8.02970982,25,12.20053768,6,NaN,NaN,NaN,8,NaN,9,NaN,34,17.06313324,38,18.54481697,24,12.0445652,40,19.52086067,8,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c17,126,Sydney - Ryde,126,2019-10-20T00:00:00,71,35.63183975,64,31.23337746,12,6.0222826,5,NaN,NaN,NaN,NaN,NaN,9,NaN,13,6.34427977,19,9.53528023,22,10.73647308,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,48,24.0891304,30,14.64064503,33,16.56127739,33,16.10470963,NaN,NaN,9,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c18,126,Sydney - Ryde,126,2019-10-27T00:00:00,72,36.1336937,73,35.62556839,9,NaN,14,6.83230114,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,20,10.03713703,21,10.24845219,6,NaN,5,NaN,NaN,NaN,NaN,NaN,43,21.57984543,31,15.12866688,36,18.06684685,36,17.56877327,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c19,126,Sydney - Ryde,126,2019-11-03T00:00:00,59,29.60955429,66,32.20941925,8,NaN,8,NaN,NaN,NaN,NaN,NaN,17,8.53156662,8,NaN,20,10.03713703,18,8.78438759,NaN,NaN,NaN,NaN,8,NaN,6,NaN,36,18.06684685,29,14.15262413,23,11.5427084,42,20.49690437,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c1a,126,Sydney - Ryde,126,2019-11-10T00:00:00,47,23.58727264,59,28.7932682,11,5.5204258,9,NaN,NaN,NaN,NaN,NaN,10,5.01856852,10,4.88021517,17,8.53156662,14,6.83230114,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,42,21.07798958,36,17.56877327,29,14.55384922,31,15.12866688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c1b,126,Sydney - Ryde,126,2019-11-17T00:00:00,63,31.61698341,50,24.40107536,8,NaN,6,NaN,NaN,NaN,NaN,NaN,20,10.03713703,NaN,NaN,26,13.04827881,18,8.78438759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43,21.57984543,37,18.05679512,27,13.55013561,29,14.15262413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c1c,126,Sydney - Ryde,126,2019-11-24T00:00:00,55,27.60212708,58,28.30524826,5,NaN,10,4.88021517,NaN,NaN,NaN,NaN,12,6.0222826,16,7.80834436,24,12.0445652,16,7.80834436,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,32,16.05941963,39,19.03283882,27,13.55013561,33,16.10470963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c1d,126,Sydney - Ryde,126,2019-12-01T00:00:00,45,22.58355904,58,28.30524826,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,7.52785301,6,NaN,12,6.0222826,16,7.80834436,NaN,NaN,5,NaN,7,NaN,7,NaN,33,16.56127739,35,17.08075333,30,15.05570602,28,13.66460228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c1e,126,Sydney - Ryde,126,2019-12-08T00:00:00,57,28.60584259,60,29.28129005,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,6.5241394,8,NaN,17,8.53156662,17,8.29636574,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,37,18.56870461,44,21.47294617,32,16.05941963,18,8.78438759,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c1f,126,Sydney - Ryde,126,2019-12-15T00:00:00,70,35.12998199,78,38.06567764,9,NaN,10,4.88021517,NaN,NaN,NaN,NaN,19,9.53528023,19,9.27240849,9,NaN,17,8.29636574,NaN,NaN,NaN,NaN,6,NaN,6,NaN,47,23.58727264,41,20.00888252,29,14.55384922,25,12.20053768,7,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c20,126,Sydney - Ryde,126,2019-12-22T00:00:00,66,33.12255478,87,42.45787048,7,NaN,11,5.36823654,NaN,NaN,NaN,NaN,10,5.01856852,10,4.88021517,15,7.52785301,13,6.34427977,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,32,16.05941963,28,13.66460228,23,11.5427084,29,14.15262413,5,NaN,NaN,NaN,NaN,NaN,7,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c21,126,Sydney - Ryde,126,2019-12-29T00:00:00,53,26.59841347,72,35.13755035,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,4.88021517,19,9.53528023,22,10.73647308,NaN,NaN,NaN,NaN,5,NaN,7,NaN,38,19.07056046,30,14.64064503,36,18.06684685,27,13.17658138,5,NaN,9,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c22,126,Sydney - Ryde,126,2020-01-05T00:00:00,57,28.60584259,72,35.13755035,5,NaN,8,NaN,NaN,NaN,NaN,NaN,11,5.5204258,19,9.27240849,17,8.53156662,14,6.83230114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35,17.56498909,41,20.00888252,27,13.55013561,27,13.17658138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c23,126,Sydney - Ryde,126,2020-01-12T00:00:00,46,23.08541679,43,20.98492432,11,5.5204258,8,NaN,NaN,NaN,NaN,NaN,13,6.5241394,12,5.85625792,13,6.5241394,20,9.76043034,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,36,18.06684685,37,18.05679512,27,13.55013561,25,12.20053768,10,5.01856852,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c24,126,Sydney - Ryde,126,2020-01-19T00:00:00,57,28.60584259,51,24.88909721,8,NaN,5,NaN,NaN,NaN,NaN,NaN,8,NaN,17,8.29636574,22,11.04085064,20,9.76043034,NaN,NaN,NaN,NaN,5,NaN,10,4.88021517,31,15.55756283,37,18.05679512,35,17.56498909,28,13.66460228,6,NaN,7,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c25,126,Sydney - Ryde,126,2020-01-26T00:00:00,58,29.10769844,86,41.96984863,9,NaN,5,NaN,NaN,NaN,NaN,NaN,13,6.5241394,21,10.24845219,16,8.02970982,17,8.29636574,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,39,19.57241821,41,20.00888252,44,22.08170128,25,12.20053768,9,NaN,6,NaN,7,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c26,126,Sydney - Ryde,126,2020-02-02T00:00:00,64,32.11883926,77,37.57765579,12,6.0222826,NaN,NaN,NaN,NaN,NaN,NaN,14,7.02599621,19,9.27240849,15,7.52785301,17,8.29636574,NaN,NaN,NaN,NaN,6,NaN,5,NaN,45,22.58355904,42,20.49690437,22,11.04085064,31,15.12866688,5,NaN,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c27,126,Sydney - Ryde,126,2020-02-09T00:00:00,65,32.62069702,55,26.84118271,11,5.5204258,5,NaN,NaN,NaN,NaN,NaN,17,8.53156662,28,13.66460228,23,11.5427084,16,7.80834436,9,NaN,NaN,NaN,NaN,NaN,5,NaN,25,12.546422,46,22.44898987,29,14.55384922,32,15.61668777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c28,126,Sydney - Ryde,126,2020-02-16T00:00:00,72,36.1336937,79,38.55369949,11,5.5204258,14,6.83230114,NaN,NaN,NaN,NaN,14,7.02599621,18,8.78438759,17,8.53156662,21,10.24845219,6,NaN,NaN,NaN,7,NaN,NaN,NaN,45,22.58355904,37,18.05679512,22,11.04085064,37,18.05679512,8,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c29,126,Sydney - Ryde,126,2020-02-23T00:00:00,61,30.61326981,72,35.13755035,16,8.02970982,9,NaN,NaN,NaN,NaN,NaN,20,10.03713703,19,9.27240849,23,11.5427084,20,9.76043034,NaN,NaN,NaN,NaN,10,5.01856852,NaN,NaN,34,17.06313324,48,23.42503357,23,11.5427084,27,13.17658138,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c2a,127,Sydney - South West,127,2019-09-01T00:00:00,233,52.47546768,264,58.0473671,26,5.85563183,35,7.69567347,9,NaN,6,NaN,41,9.233881,46,10.11431408,58,13.06256294,65,14.29196453,8,NaN,12,2.63851666,13,2.92781591,13,2.85839295,132,29.72859192,115,25.28578377,64,14.41386318,72,15.83110046,15,3.37824893,10,2.19876385,7,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c2b,127,Sydney - South West,127,2019-09-08T00:00:00,228,51.34938431,237,52.11070251,34,7.65736437,13,2.85839295,7,NaN,6,NaN,48,10.81039715,65,14.29196453,63,14.18864632,58,12.75282955,8,NaN,11,2.41864014,18,4.05389881,15,3.29814577,137,30.85467339,140,30.78269386,76,17.11646271,85,18.68949318,9,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c2c,127,Sydney - South West,127,2019-09-15T00:00:00,180,40.53898621,222,48.81255722,18,4.05389881,24,5.27703333,10,2.25216603,NaN,NaN,39,8.78344727,63,13.85221195,60,13.51299572,51,11.21369553,11,2.47738266,9,NaN,19,4.2791152,16,3.5180223,114,25.67469215,139,30.56281853,67,15.08951187,87,19.12924576,8,NaN,8,NaN,6,NaN,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c2d,127,Sydney - South West,127,2019-09-22T00:00:00,202,45.49375534,233,51.23119736,19,4.2791152,23,5.05715704,10,2.25216603,10,2.19876385,35,7.88258123,64,14.0720892,52,11.7112627,58,12.75282955,8,NaN,13,2.85839295,13,2.92781591,15,3.29814577,131,29.5033741,151,33.20133591,81,18.24254417,91,20.00875092,10,2.25216603,11,2.41864014,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c2e,127,Sydney - South West,127,2019-09-29T00:00:00,180,40.53898621,226,49.69206238,21,4.72954845,20,4.39752769,6,NaN,7,NaN,43,9.68431377,66,14.51184082,65,14.63907909,77,16.93048286,13,2.92781591,14,3.07826948,15,3.37824893,22,4.83728027,117,26.3503418,147,32.32183075,83,18.69297791,71,15.61122322,10,2.25216603,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c2f,127,Sydney - South West,127,2019-10-06T00:00:00,175,39.41290665,207,45.51441193,17,3.82868218,16,3.5180223,10,2.25216603,5,NaN,37,8.33301449,56,12.31307793,48,10.81039715,67,14.73171806,8,NaN,10,2.19876385,22,4.95476532,14,3.07826948,171,38.51203918,141,31.0025692,66,14.86429596,77,16.93048286,10,2.25216603,10,2.19876385,NaN,NaN,10,2.19876385
s4_geo.fid--2c346315_187d5bf56ff_5c30,127,Sydney - South West,127,2019-10-13T00:00:00,177,39.86333847,188,41.33676147,19,4.2791152,19,4.17765141,7,NaN,NaN,NaN,39,8.78344727,57,12.53295422,58,13.06256294,61,13.41246033,NaN,NaN,10,2.19876385,14,3.1530323,15,3.29814577,146,32.88162231,156,34.3007164,92,20.71992683,89,19.56899834,13,2.92781591,26,5.71678591,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c31,127,Sydney - South West,127,2019-10-20T00:00:00,176,39.63812256,178,39.13799667,18,4.05389881,16,3.5180223,5,NaN,10,2.19876385,39,8.78344727,55,12.09320068,65,14.63907909,61,13.41246033,8,NaN,10,2.19876385,14,3.1530323,17,3.73789859,136,30.62945747,144,31.66220093,84,18.91819572,84,18.46961594,13,2.92781591,12,2.63851666,NaN,NaN,10,2.19876385
s4_geo.fid--2c346315_187d5bf56ff_5c32,127,Sydney - South West,127,2019-10-27T00:00:00,168,37.83638763,180,39.57774734,20,4.50433207,28,6.15653896,6,NaN,7,NaN,39,8.78344727,52,11.43357182,56,12.61213017,58,12.75282955,9,NaN,9,NaN,17,3.82868218,25,5.49690962,134,30.17902565,145,31.88207626,74,16.66602898,91,20.00875092,15,3.37824893,10,2.19876385,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c33,127,Sydney - South West,127,2019-11-03T00:00:00,179,40.31377029,171,37.59886169,27,6.08084822,19,4.17765141,5,NaN,6,NaN,54,12.16169739,39,8.5751791,43,9.68431377,47,10.33419037,5,NaN,NaN,NaN,12,2.70259929,11,2.41864014,149,33.55727386,136,29.90318871,98,22.07122612,94,20.66838074,12,2.70259929,9,NaN,7,NaN,10,2.19876385
s4_geo.fid--2c346315_187d5bf56ff_5c34,127,Sydney - South West,127,2019-11-10T00:00:00,155,34.90857315,164,36.05972672,20,4.50433207,24,5.27703333,5,NaN,NaN,NaN,49,11.03561401,46,10.11431408,60,13.51299572,51,11.21369553,9,NaN,11,2.41864014,18,4.05389881,20,4.39752769,119,26.80077553,165,36.27960587,93,20.94514465,82,18.02986336,14,3.1530323,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c35,127,Sydney - South West,127,2019-11-17T00:00:00,168,37.83638763,195,42.87589645,26,5.85563183,32,7.03604412,NaN,NaN,5,NaN,31,6.98171473,46,10.11431408,52,11.7112627,51,11.21369553,9,NaN,5,NaN,13,2.92781591,15,3.29814577,138,31.0798912,159,34.96034622,68,15.31472874,96,21.10813332,8,NaN,11,2.41864014,5,NaN,12,2.63851666
s4_geo.fid--2c346315_187d5bf56ff_5c36,127,Sydney - South West,127,2019-11-24T00:00:00,141,31.75554085,167,36.71935654,21,4.72954845,26,5.71678591,5,NaN,NaN,NaN,39,8.78344727,57,12.53295422,56,12.61213017,42,9.23480797,8,NaN,NaN,NaN,11,2.47738266,15,3.29814577,126,28.37729263,134,29.46343613,83,18.69297791,66,14.51184082,10,2.25216603,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c37,127,Sydney - South West,127,2019-12-01T00:00:00,144,32.43119049,191,41.9963913,19,4.2791152,40,8.79505539,5,NaN,12,2.63851666,37,8.33301449,68,14.95159435,49,11.03561401,50,10.99381924,7,NaN,10,2.19876385,14,3.1530323,20,4.39752769,152,34.23292542,136,29.90318871,90,20.2694931,81,17.80998611,12,2.70259929,9,NaN,7,NaN,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c38,127,Sydney - South West,127,2019-12-08T00:00:00,148,33.33205795,217,47.71317673,22,4.95476532,34,7.47579718,11,2.47738266,9,NaN,57,12.83734608,56,12.31307793,56,12.61213017,44,9.67456055,7,NaN,5,NaN,7,NaN,13,2.85839295,157,35.35900879,150,32.98145676,88,19.81906128,74,16.27085304,7,NaN,9,NaN,NaN,NaN,10,2.19876385
s4_geo.fid--2c346315_187d5bf56ff_5c39,127,Sydney - South West,127,2019-12-15T00:00:00,141,31.75554085,211,46.39391708,17,3.82868218,35,7.69567347,7,NaN,6,NaN,37,8.33301449,46,10.11431408,61,13.73821259,46,10.11431408,7,NaN,10,2.19876385,17,3.82868218,18,3.95777488,132,29.72859192,140,30.78269386,89,20.04427719,77,16.93048286,12,2.70259929,13,2.85839295,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c3a,127,Sydney - South West,127,2019-12-22T00:00:00,172,38.7372551,211,46.39391708,24,5.40519857,24,5.27703333,6,NaN,9,NaN,38,8.55823135,45,9.89443684,47,10.58518028,36,7.91554976,10,2.25216603,NaN,NaN,18,4.05389881,13,2.85839295,99,22.29644394,136,29.90318871,64,14.41386318,93,20.44850349,28,6.30606508,21,4.61740398,NaN,NaN,7,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c3b,127,Sydney - South West,127,2019-12-29T00:00:00,165,37.1607399,223,49.03243256,21,4.72954845,25,5.49690962,5,NaN,11,2.41864014,50,11.26082993,50,10.99381924,47,10.58518028,55,12.09320068,NaN,NaN,11,2.41864014,10,2.25216603,19,4.17765141,144,32.43119049,145,31.88207626,97,21.84601021,92,20.22862625,25,5.63041496,17,3.73789859,12,2.70259929,9,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c3c,127,Sydney - South West,127,2020-01-05T00:00:00,124,27.9268589,158,34.74047089,17,3.82868218,15,3.29814577,5,NaN,7,NaN,44,9.90953064,49,10.77394295,49,11.03561401,66,14.51184082,NaN,NaN,NaN,NaN,20,4.50433207,20,4.39752769,158,35.5842247,169,37.15910721,78,17.56689453,72,15.83110046,12,2.70259929,9,NaN,6,NaN,9,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c3d,127,Sydney - South West,127,2020-01-12T00:00:00,132,29.72859192,141,31.0025692,18,4.05389881,20,4.39752769,NaN,NaN,7,NaN,40,9.00866413,51,11.21369553,50,11.26082993,59,12.97270679,6,NaN,9,NaN,10,2.25216603,8,NaN,166,37.38595581,162,35.61997223,77,17.34167862,105,23.08702087,12,2.70259929,11,2.41864014,6,NaN,9,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c3e,127,Sydney - South West,127,2020-01-19T00:00:00,140,31.53032494,145,31.88207626,23,5.17998171,17,3.73789859,7,NaN,6,NaN,39,8.78344727,58,12.75282955,76,17.11646271,39,8.5751791,11,2.47738266,NaN,NaN,12,2.70259929,17,3.73789859,148,33.33205795,146,32.1019516,78,17.56689453,83,18.2497406,20,4.50433207,12,2.63851666,11,2.47738266,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c3f,127,Sydney - South West,127,2020-01-26T00:00:00,171,38.51203918,213,46.83367157,32,7.20693111,17,3.73789859,NaN,NaN,9,NaN,44,9.90953064,52,11.43357182,47,10.58518028,45,9.89443684,6,NaN,9,NaN,10,2.25216603,15,3.29814577,136,30.62945747,164,36.05972672,75,16.89124489,70,15.39134693,25,5.63041496,10,2.19876385,NaN,NaN,9,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c40,127,Sydney - South West,127,2020-02-02T00:00:00,173,38.96247101,171,37.59886169,25,5.63041496,26,5.71678591,NaN,NaN,5,NaN,54,12.16169739,53,11.6534481,58,13.06256294,53,11.6534481,10,2.25216603,5,NaN,12,2.70259929,15,3.29814577,120,27.02599144,161,35.40009689,85,19.14341164,104,22.86714363,11,2.47738266,9,NaN,5,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c41,127,Sydney - South West,127,2020-02-09T00:00:00,199,44.81810379,147,32.32183075,46,10.35996437,25,5.49690962,8,NaN,8,NaN,71,15.99037933,47,10.33419037,45,10.13474655,54,11.87332535,7,NaN,10,2.19876385,9,NaN,13,2.85839295,132,29.72859192,164,36.05972672,83,18.69297791,64,14.0720892,9,NaN,7,NaN,NaN,NaN,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c42,127,Sydney - South West,127,2020-02-16T00:00:00,188,42.34072113,190,41.77651215,38,8.55823135,26,5.71678591,NaN,NaN,8,NaN,73,16.44081116,63,13.85221195,47,10.58518028,53,11.6534481,6,NaN,8,NaN,10,2.25216603,16,3.5180223,146,32.88162231,145,31.88207626,91,20.49471092,91,20.00875092,NaN,NaN,9,NaN,6,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c43,127,Sydney - South West,127,2020-02-23T00:00:00,185,41.66506958,215,47.27342224,32,7.20693111,22,4.83728027,5,NaN,NaN,NaN,57,12.83734608,61,13.41246033,59,13.28777981,47,10.33419037,6,NaN,5,NaN,12,2.70259929,18,3.95777488,160,36.03465652,153,33.64108658,90,20.2694931,94,20.66838074,16,3.60346556,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c44,128,Sydney - Sutherland,128,2019-09-01T00:00:00,92,40.25923538,107,46.48495483,7,NaN,10,4.34438848,NaN,NaN,NaN,NaN,20,8.75200748,12,5.2132659,37,16.19121361,35,15.20535946,NaN,NaN,8,NaN,8,NaN,9,NaN,63,27.56882477,61,26.50076866,44,19.25441551,46,19.98418617,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c45,128,Sydney - Sutherland,128,2019-09-08T00:00:00,104,45.51044083,97,42.14056778,13,5.6888051,13,5.64770508,NaN,NaN,NaN,NaN,17,7.4392066,22,9.55765438,37,16.19121361,41,17.81199265,NaN,NaN,NaN,NaN,11,4.81360388,8,NaN,63,27.56882477,55,23.89413643,28,12.25280952,46,19.98418617,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c46,128,Sydney - Sutherland,128,2019-09-15T00:00:00,90,39.3840332,92,39.96837234,NaN,NaN,10,4.34438848,NaN,NaN,NaN,NaN,21,9.18960762,26,11.29541016,36,15.75361347,27,11.72984886,NaN,NaN,8,NaN,11,4.81360388,11,4.77882719,59,25.81842232,69,29.97628021,38,16.6288147,43,18.68087006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c47,128,Sydney - Sutherland,128,2019-09-22T00:00:00,87,38.07123184,122,53.00153732,NaN,NaN,16,6.95102119,NaN,NaN,NaN,NaN,19,8.31440735,15,6.51658249,36,15.75361347,36,15.63979816,8,NaN,NaN,NaN,12,5.25120449,16,6.95102119,57,24.94322014,56,24.32857513,44,19.25441551,49,21.28750229,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c48,128,Sydney - Sutherland,128,2019-09-29T00:00:00,80,35.00802994,97,42.14056778,13,5.6888051,11,4.77882719,NaN,NaN,NaN,NaN,14,6.12640524,15,6.51658249,32,14.00321198,30,13.03316498,6,NaN,NaN,NaN,9,NaN,6,NaN,45,19.6920166,58,25.19745255,38,16.6288147,32,13.90204334,5,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c49,128,Sydney - Sutherland,128,2019-10-06T00:00:00,83,36.3208313,94,40.83724976,8,NaN,7,NaN,NaN,NaN,5,NaN,18,7.87680674,15,6.51658249,38,16.6288147,38,16.50867653,5,NaN,NaN,NaN,8,NaN,9,NaN,57,24.94322014,65,28.23852348,40,17.50401497,43,18.68087006,6,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c4a,128,Sydney - Sutherland,128,2019-10-13T00:00:00,84,36.75843048,71,30.84515762,10,4.37600374,6,NaN,NaN,NaN,NaN,NaN,28,12.25280952,20,8.68877697,34,14.8784132,34,14.7709198,NaN,NaN,NaN,NaN,13,5.6888051,8,NaN,56,24.50562096,64,27.80408478,44,19.25441551,35,15.20535946,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c4b,128,Sydney - Sutherland,128,2019-10-20T00:00:00,81,35.44562912,81,35.18954468,12,5.25120449,7,NaN,NaN,NaN,NaN,NaN,17,7.4392066,23,9.99209309,32,14.00321198,47,20.41862488,9,NaN,5,NaN,7,NaN,7,NaN,51,22.31761932,46,19.98418617,48,21.00481796,57,24.76301384,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c4c,128,Sydney - Sutherland,128,2019-10-27T00:00:00,86,37.63363266,83,36.05842209,9,NaN,7,NaN,5,NaN,NaN,NaN,17,7.4392066,18,7.81989908,41,17.94161415,40,17.37755394,7,NaN,NaN,NaN,13,5.6888051,6,NaN,35,15.31601334,78,33.88623047,41,17.94161415,46,19.98418617,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c4d,128,Sydney - Sutherland,128,2019-11-03T00:00:00,102,44.63523865,89,38.66505432,15,6.56400537,15,6.51658249,NaN,NaN,NaN,NaN,19,8.31440735,18,7.81989908,39,17.06641579,35,15.20535946,7,NaN,NaN,NaN,NaN,NaN,9,NaN,70,30.63202667,54,23.45969772,44,19.25441551,46,19.98418617,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5c4e,128,Sydney - Sutherland,128,2019-11-10T00:00:00,85,37.19603348,81,35.18954468,10,4.37600374,12,5.2132659,NaN,NaN,5,NaN,20,8.75200748,22,9.55765438,29,12.69041061,36,15.63979816,NaN,NaN,NaN,NaN,6,NaN,11,4.77882719,62,27.13122368,44,19.11530876,47,20.56721878,40,17.37755394,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
