FID,sa4_code21,sa4_name21,sa4,week,resp_n_1920,resp_rate_1920,resp_n_1419,resp_rate_1419,asth_n_1920,asth_rate_1920,asth_n_1419,asth_rate_1419,copd_n_1920,copd_rate_1920,copd_n_1419,copd_rate_1419,bre_n_1920,bre_rate_1920,bre_n_1419,bre_rate_1419,hea_n_1920,hea_rate_1920,hea_n_1419,hea_rate_1419,heaa_n_1920,heaa_rate_1920,heaa_n_1419,heaa_rate_1419,cere_n_1920,cere_rate_1920,cere_n_1419,cere_rate_1419,ches_n_1920,ches_rate_1920,ches_n_1419,ches_rate_1419,men_n_1920,men_rate_1920,men_n_1419,men_rate_1419,burn_n_1920,burn_rate_1920,burn_n_1419,burn_rate_1419,deh_n_1920,deh_rate_1920,deh_n_1419,deh_rate_1419
s4_geo.fid--2c346315_187d5bf56ff_6028,402,Adelaide - North,402,2019-10-27T00:00:00,213,48.57424164,216,48.75032043,33,7.52558708,34,7.67366171,NaN,NaN,NaN,NaN,31,7.06949091,33,7.44796562,61,13.91093445,88,19.86124229,NaN,NaN,16,3.61113501,7,NaN,14,3.15974307,141,32.15478134,137,30.9203434,135,30.78649139,136,30.69464684,17,3.87681746,9,NaN,7,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_6029,402,Adelaide - North,402,2019-11-03T00:00:00,190,43.32913589,178,40.17387772,31,7.06949091,30,6.77087784,NaN,NaN,NaN,NaN,40,9.12192345,27,6.09379005,73,16.64751053,66,14.8959322,9,NaN,7,NaN,7,NaN,11,2.48265529,131,29.8743,140,31.59743118,131,29.8743,132,29.79186249,19,4.33291388,21,4.73961449,6,NaN,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_602a,402,Adelaide - North,402,2019-11-10T00:00:00,204,46.52181244,210,47.39614487,27,6.15729856,33,7.44796562,NaN,NaN,NaN,NaN,26,5.92925024,30,6.77087784,72,16.4194622,66,14.8959322,NaN,NaN,NaN,NaN,7,NaN,15,3.38543892,129,29.41820335,144,32.50021362,127,28.96210861,129,29.1147747,20,4.56096172,18,4.0625267,NaN,NaN,10,2.2569592
s4_geo.fid--2c346315_187d5bf56ff_602b,402,Adelaide - North,402,2019-11-17T00:00:00,181,41.27670288,196,44.23640442,25,5.70120239,25,5.64239836,NaN,NaN,NaN,NaN,35,7.98168325,32,7.22227001,68,15.50726986,80,18.05567551,10,2.28048086,10,2.2569592,17,3.87681746,10,2.2569592,151,34.43526077,126,28.43768883,109,24.85724258,123,27.76059914,21,4.78901005,12,2.70835114,10,2.28048086,11,2.48265529
s4_geo.fid--2c346315_187d5bf56ff_602c,402,Adelaide - North,402,2019-11-24T00:00:00,182,41.50475311,177,39.94818115,25,5.70120239,26,5.86809444,NaN,NaN,NaN,NaN,26,5.92925024,26,5.86809444,67,15.27922153,78,17.60428238,8,NaN,9,NaN,13,2.96462512,13,2.93404698,141,32.15478134,139,31.37173462,123,28.04991531,112,25.27794456,10,2.28048086,24,5.41670227,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_602d,402,Adelaide - North,402,2019-12-01T00:00:00,190,43.32913589,207,46.71905899,23,5.24510622,29,6.54518223,NaN,NaN,NaN,NaN,27,6.15729856,29,6.54518223,87,19.84018326,73,16.47580338,12,2.73657703,9,NaN,8,NaN,12,2.70835114,137,31.24258804,147,33.17730331,127,28.96210861,130,29.34047127,12,2.73657703,16,3.61113501,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_602e,402,Adelaide - North,402,2019-12-08T00:00:00,183,41.73279953,201,45.36488342,21,4.78901005,33,7.44796562,NaN,NaN,NaN,NaN,24,5.47315407,35,7.8993578,68,15.50726986,64,14.44454002,14,3.19267321,9,NaN,7,NaN,11,2.48265529,109,24.85724258,147,33.17730331,112,25.54138565,134,30.24325562,19,4.33291388,14,3.15974307,7,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_602f,402,Adelaide - North,402,2019-12-15T00:00:00,150,34.20721436,193,43.55931473,21,4.78901005,11,2.48265529,NaN,NaN,NaN,NaN,22,5.0170579,21,4.73961449,65,14.82312584,66,14.8959322,11,2.50852895,16,3.61113501,6,NaN,9,NaN,136,31.01453972,106,23.923769,145,33.06697464,133,30.01755905,17,3.87681746,19,4.28822279,NaN,NaN,15,3.38543892
s4_geo.fid--2c346315_187d5bf56ff_6030,402,Adelaide - North,402,2019-12-22T00:00:00,181,41.27670288,176,39.72248459,22,5.0170579,20,4.51391888,NaN,NaN,NaN,NaN,32,7.29753876,28,6.31948614,60,13.68288517,62,13.99314785,11,2.50852895,6,NaN,6,NaN,5,NaN,119,27.13772392,118,26.63212013,125,28.50601006,155,34.98286819,28,6.38534641,20,4.51391888,9,NaN,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_6031,402,Adelaide - North,402,2019-12-29T00:00:00,156,35.57550049,175,39.49678802,22,5.0170579,17,3.83683085,NaN,NaN,NaN,NaN,25,5.70120239,22,4.96531057,54,12.31459713,78,17.60428238,6,NaN,18,4.0625267,16,3.64876962,12,2.70835114,135,30.78649139,135,30.46895027,137,31.24258804,128,28.88907814,24,5.47315407,26,5.86809444,10,2.28048086,14,3.15974307
s4_geo.fid--2c346315_187d5bf56ff_6032,402,Adelaide - North,402,2020-01-05T00:00:00,136,31.01453972,170,38.36830902,19,4.33291388,24,5.41670227,NaN,NaN,NaN,NaN,29,6.61339474,33,7.44796562,47,10.71825981,69,15.57301903,7,NaN,14,3.15974307,6,NaN,7,NaN,173,39.4523201,135,30.46895027,136,31.01453972,123,27.76059914,18,4.10486555,12,2.70835114,7,NaN,11,2.48265529
s4_geo.fid--2c346315_187d5bf56ff_6033,402,Adelaide - North,402,2020-01-12T00:00:00,134,30.55844307,156,35.20856476,16,3.64876962,25,5.64239836,NaN,NaN,NaN,NaN,19,4.33291388,27,6.09379005,56,12.77069283,87,19.63554573,11,2.50852895,13,2.93404698,5,NaN,11,2.48265529,140,31.92673302,149,33.62869263,105,23.94504929,128,28.88907814,18,4.10486555,13,2.93404698,20,4.56096172,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_6034,402,Adelaide - North,402,2020-01-19T00:00:00,142,32.38282776,149,33.62869263,20,4.56096172,17,3.83683085,NaN,NaN,NaN,NaN,24,5.47315407,33,7.44796562,60,13.68288517,73,16.47580338,11,2.50852895,8,NaN,15,3.42072129,18,4.0625267,143,32.61087799,142,32.04882431,124,28.27796364,120,27.08351135,32,7.29753876,20,4.51391888,14,3.19267321,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6035,402,Adelaide - North,402,2020-01-26T00:00:00,161,36.71574402,158,35.65995789,22,5.0170579,28,6.31948614,NaN,NaN,NaN,NaN,23,5.24510622,37,8.35074997,69,15.73531818,81,18.28137016,11,2.50852895,20,4.51391888,12,2.73657703,12,2.70835114,159,36.25964737,176,39.72248459,125,28.50601006,128,28.88907814,20,4.56096172,35,7.8993578,12,2.73657703,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6036,402,Adelaide - North,402,2020-02-02T00:00:00,147,33.52306747,193,43.55931473,31,7.06949091,28,6.31948614,NaN,NaN,NaN,NaN,36,8.2097311,32,7.22227001,83,18.92799187,71,16.02441025,11,2.50852895,10,2.2569592,9,NaN,10,2.2569592,142,32.38282776,112,25.27794456,123,28.04991531,129,29.1147747,20,4.56096172,18,4.0625267,7,NaN,12,2.70835114
s4_geo.fid--2c346315_187d5bf56ff_6037,402,Adelaide - North,402,2020-02-09T00:00:00,192,43.78523254,205,46.26766586,44,10.03411579,36,8.12505341,NaN,NaN,NaN,NaN,28,6.38534641,27,6.09379005,69,15.73531818,77,17.37858772,10,2.28048086,16,3.61113501,14,3.19267321,12,2.70835114,136,31.01453972,144,32.50021362,127,28.96210861,146,32.95160675,17,3.87681746,16,3.61113501,6,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_6038,402,Adelaide - North,402,2020-02-16T00:00:00,228,51.9949646,238,53.71563339,47,10.71825981,35,7.8993578,NaN,NaN,NaN,NaN,44,10.03411579,20,4.51391888,74,16.87555885,71,16.02441025,9,NaN,11,2.48265529,12,2.73657703,7,NaN,150,34.20721436,160,36.1113472,136,31.01453972,127,28.66338348,12,2.73657703,10,2.2569592,5,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_6039,402,Adelaide - North,402,2020-02-23T00:00:00,232,52.9071579,225,50.78158569,47,10.71825981,33,7.44796562,NaN,NaN,NaN,NaN,23,5.24510622,35,7.8993578,71,16.19141388,95,21.44111443,9,NaN,14,3.15974307,13,2.96462512,21,4.73961449,160,36.48769379,129,29.1147747,140,31.92673302,137,30.9203434,15,3.42072129,16,3.61113501,12,2.73657703,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_603a,403,Adelaide - South,403,2019-09-01T00:00:00,237,64.42773438,242,65.22014618,20,5.43693972,37,9.97167492,NaN,NaN,NaN,NaN,16,4.34955168,23,6.19860888,68,18.4855957,61,16.43978882,13,3.53401089,7,NaN,11,2.99031687,7,NaN,98,26.64100456,88,23.71641541,107,29.08762741,114,30.72353935,13,3.53401089,13,3.5035615,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_603b,403,Adelaide - South,403,2019-09-08T00:00:00,239,64.97142792,247,66.56767273,27,7.33986855,45,12.1277132,NaN,NaN,NaN,NaN,21,5.70878649,18,4.85108519,65,17.67005348,59,15.90077877,11,2.99031687,NaN,NaN,11,2.99031687,11,2.96455193,115,31.26240349,100,26.95047379,126,34.25271988,140,37.7306633,5,NaN,12,3.23405671,6,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_603c,403,Adelaide - South,403,2019-09-15T00:00:00,217,58.99079514,251,67.64569092,30,8.15540981,35,9.43266582,NaN,NaN,7,NaN,17,4.62139893,31,8.35464668,70,19.02928925,71,19.1348362,8,NaN,14,3.77306628,18,4.8932457,19,5.12058973,120,32.62163925,110,29.64551926,153,41.59258652,153,41.23422241,8,NaN,9,NaN,7,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_603d,403,Adelaide - South,403,2019-09-22T00:00:00,225,61.16556931,242,65.22014618,36,9.78649139,22,5.92910433,NaN,NaN,7,NaN,14,3.8058579,19,5.12058973,68,18.4855957,90,24.25542641,11,2.99031687,12,3.23405671,12,3.26216388,17,4.58158016,93,25.2817688,124,33.41858673,115,31.26240349,146,39.34769058,12,3.26216388,11,2.96455193,5,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_603e,403,Adelaide - South,403,2019-09-29T00:00:00,240,65.2432785,233,62.79460144,24,6.52432775,27,7.27662754,5,NaN,NaN,NaN,14,3.8058579,21,5.6595993,60,16.31081963,68,18.32632256,11,2.99031687,8,NaN,12,3.26216388,16,4.31207561,84,22.83514786,118,31.80155754,101,27.45654488,126,33.95759583,12,3.26216388,15,4.04257107,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_603f,403,Adelaide - South,403,2019-10-06T00:00:00,175,47.57322311,188,50.66688919,21,5.70878649,28,7.54613256,NaN,NaN,NaN,NaN,19,5.16509247,15,4.04257107,60,16.31081963,62,16.70929337,9,NaN,11,2.96455193,16,4.34955168,8,NaN,115,31.26240349,105,28.29799652,125,33.98087311,117,31.5320549,15,4.07770491,10,2.69504738,5,NaN,7,NaN
s4_geo.fid--2c346315_187d5bf56ff_6040,403,Adelaide - South,403,2019-10-13T00:00:00,182,49.47615051,193,52.01441193,20,5.43693972,35,9.43266582,NaN,NaN,NaN,NaN,10,2.71846986,23,6.19860888,54,14.67973709,68,18.32632256,10,2.71846986,12,3.23405671,10,2.71846986,14,3.77306628,100,27.1846981,120,32.34056854,137,37.24303818,142,38.26967239,8,NaN,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6041,403,Adelaide - South,403,2019-10-20T00:00:00,186,50.5635376,182,49.04986191,34,9.24279785,20,5.39009476,NaN,NaN,NaN,NaN,13,3.53401089,25,6.73761845,69,18.75744247,72,19.40434074,10,2.71846986,NaN,NaN,20,5.43693972,15,4.04257107,88,23.92253494,112,30.18453026,126,34.25271988,126,33.95759583,16,4.34955168,13,3.5035615,NaN,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_6042,403,Adelaide - South,403,2019-10-27T00:00:00,191,51.92277527,187,50.39738464,29,7.88356256,24,6.46811342,NaN,NaN,NaN,NaN,17,4.62139893,26,7.00712299,61,16.5826664,61,16.43978882,11,2.99031687,10,2.69504738,13,3.53401089,19,5.12058973,96,26.09730911,96,25.87245369,134,36.42749786,138,37.19165421,14,3.8058579,14,3.77306628,NaN,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_6043,403,Adelaide - South,403,2019-11-03T00:00:00,177,48.11691666,170,45.81580353,29,7.88356256,25,6.73761845,NaN,NaN,NaN,NaN,22,5.98063374,23,6.19860888,55,14.95158386,55,14.82275963,11,2.99031687,5,NaN,8,NaN,15,4.04257107,87,23.65068817,102,27.48948288,124,33.70902634,122,32.87957764,16,4.34955168,11,2.96455193,7,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6044,403,Adelaide - South,403,2019-11-10T00:00:00,162,44.03921127,192,51.74490738,19,5.16509247,22,5.92910433,NaN,NaN,NaN,NaN,19,5.16509247,18,4.85108519,60,16.31081963,74,19.94334984,11,2.99031687,9,NaN,8,NaN,16,4.31207561,103,28.00023842,111,29.91502571,141,38.33042526,126,33.95759583,11,2.99031687,15,4.04257107,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6045,403,Adelaide - South,403,2019-11-17T00:00:00,139,37.78673172,177,47.70233536,14,3.8058579,25,6.73761845,NaN,NaN,NaN,NaN,11,2.99031687,21,5.6595993,66,17.94190025,65,17.51780891,11,2.99031687,6,NaN,12,3.26216388,15,4.04257107,96,26.09730911,93,25.06394005,127,34.52456665,143,38.53917694,12,3.26216388,11,2.96455193,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6046,403,Adelaide - South,403,2019-11-24T00:00:00,153,41.59258652,140,37.7306633,18,4.8932457,21,5.6595993,NaN,NaN,NaN,NaN,17,4.62139893,17,4.58158016,63,17.12635994,56,15.09226513,9,NaN,7,NaN,10,2.71846986,13,3.5035615,113,30.71870995,94,25.3334446,145,39.41781235,139,37.46115875,9,NaN,13,3.5035615,5,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6047,403,Adelaide - South,403,2019-12-01T00:00:00,159,43.22367096,151,40.69521332,27,7.33986855,18,4.85108519,5,NaN,NaN,NaN,12,3.26216388,21,5.6595993,73,19.84482956,59,15.90077877,8,NaN,7,NaN,12,3.26216388,14,3.77306628,95,25.82546234,105,28.29799652,116,31.53425026,119,32.071064,14,3.8058579,10,2.69504738,6,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6048,403,Adelaide - South,403,2019-12-08T00:00:00,138,37.51488495,159,42.85125351,18,4.8932457,16,4.31207561,NaN,NaN,NaN,NaN,19,5.16509247,25,6.73761845,49,13.32050228,51,13.74474144,10,2.71846986,5,NaN,15,4.07770491,18,4.85108519,111,30.1750145,104,28.02849197,132,35.88380051,121,32.61007309,15,4.07770491,14,3.77306628,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6049,403,Adelaide - South,403,2019-12-15T00:00:00,135,36.69934464,171,46.08530807,26,7.06802177,19,5.12058973,5,NaN,NaN,NaN,12,3.26216388,19,5.12058973,60,16.31081963,50,13.47523689,6,NaN,11,2.96455193,8,NaN,15,4.04257107,118,32.07794571,88,23.71641541,116,31.53425026,110,29.64551926,17,4.62139893,16,4.31207561,7,NaN,11,2.96455193
s4_geo.fid--2c346315_187d5bf56ff_604a,403,Adelaide - South,403,2019-12-22T00:00:00,130,35.34010696,169,45.54629898,21,5.70878649,13,3.5035615,NaN,NaN,NaN,NaN,11,2.99031687,21,5.6595993,59,16.03897285,54,14.55325508,10,2.71846986,9,NaN,16,4.34955168,22,5.92910433,95,25.82546234,83,22.36889267,135,36.69934464,126,33.95759583,20,5.43693972,29,7.81563711,NaN,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_604b,403,Adelaide - South,403,2019-12-29T00:00:00,154,41.86443329,165,44.46828079,19,5.16509247,19,5.12058973,5,NaN,NaN,NaN,16,4.34955168,24,6.46811342,50,13.59234905,73,19.67384529,8,NaN,6,NaN,10,2.71846986,23,6.19860888,110,29.90316772,113,30.45403481,141,38.33042526,154,41.50373077,22,5.98063374,25,6.73761845,6,NaN,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_604c,403,Adelaide - South,403,2020-01-05T00:00:00,99,26.91285133,132,35.57462311,NaN,NaN,23,6.19860888,NaN,NaN,NaN,NaN,11,2.99031687,9,NaN,66,17.94190025,62,16.70929337,11,2.99031687,9,NaN,17,4.62139893,12,3.23405671,121,32.89348602,118,31.80155754,119,32.34979248,114,30.72353935,27,7.33986855,12,3.23405671,NaN,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_604d,403,Adelaide - South,403,2020-01-12T00:00:00,102,27.72839165,128,34.49660492,7,NaN,16,4.31207561,NaN,NaN,NaN,NaN,15,4.07770491,14,3.77306628,53,14.40789032,61,16.43978882,7,NaN,8,NaN,13,3.53401089,14,3.77306628,95,25.82546234,112,30.18453026,126,34.25271988,103,27.75898743,12,3.26216388,21,5.6595993,11,2.99031687,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_604e,403,Adelaide - South,403,2020-01-19T00:00:00,97,26.36915779,141,38.00016785,15,4.07770491,18,4.85108519,NaN,NaN,NaN,NaN,16,4.34955168,19,5.12058973,68,18.4855957,74,19.94334984,8,NaN,16,4.31207561,10,2.71846986,16,4.31207561,106,28.81578064,129,34.76610947,133,36.15564728,112,30.18453026,15,4.07770491,16,4.31207561,11,2.99031687,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_604f,403,Adelaide - South,403,2020-01-26T00:00:00,122,33.16533279,144,38.80868149,17,4.62139893,14,3.77306628,NaN,NaN,NaN,NaN,18,4.8932457,18,4.85108519,60,16.31081963,63,16.97879791,10,2.71846986,11,2.96455193,13,3.53401089,11,2.96455193,122,33.16533279,116,31.26254845,132,35.88380051,135,36.38314056,22,5.98063374,11,2.96455193,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6050,403,Adelaide - South,403,2020-02-02T00:00:00,134,36.42749786,140,37.7306633,19,5.16509247,19,5.12058973,NaN,NaN,NaN,NaN,17,4.62139893,17,4.58158016,59,16.03897285,74,19.94334984,8,NaN,5,NaN,9,NaN,18,4.85108519,118,32.07794571,124,33.41858673,139,37.78673172,147,39.61719513,15,4.07770491,9,NaN,NaN,NaN,7,NaN
s4_geo.fid--2c346315_187d5bf56ff_6051,403,Adelaide - South,403,2020-02-09T00:00:00,165,44.85475159,159,42.85125351,24,6.52432775,24,6.46811342,NaN,NaN,NaN,NaN,15,4.07770491,29,7.81563711,39,10.60203171,66,17.78731155,10,2.71846986,10,2.69504738,18,4.8932457,21,5.6595993,120,32.62163925,102,27.48948288,135,36.69934464,154,41.50373077,16,4.34955168,11,2.96455193,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6052,403,Adelaide - South,403,2020-02-16T00:00:00,178,48.38876343,133,35.84412766,21,5.70878649,20,5.39009476,NaN,NaN,NaN,NaN,19,5.16509247,12,3.23405671,68,18.4855957,69,18.5958252,9,NaN,12,3.23405671,17,4.62139893,24,6.46811342,122,33.16533279,116,31.26254845,139,37.78673172,134,36.1136322,15,4.07770491,NaN,NaN,5,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6053,403,Adelaide - South,403,2020-02-23T00:00:00,174,47.30137634,151,40.69521332,34,9.24279785,14,3.77306628,NaN,NaN,NaN,NaN,11,2.99031687,20,5.39009476,72,19.57298279,69,18.5958252,11,2.99031687,NaN,NaN,8,NaN,13,3.5035615,113,30.71870995,113,30.45403481,150,40.7770462,141,38.00016785,20,5.43693972,7,NaN,6,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6054,404,Adelaide - West,404,2019-09-01T00:00:00,132,55.66918945,143,59.62332916,10,4.21736288,23,9.5897665,5,NaN,6,NaN,13,5.4825716,18,7.50503445,40,16.86945152,41,17.09480095,NaN,NaN,8,NaN,11,4.63909912,5,NaN,72,30.36501312,74,30.85403061,42,17.71292305,71,29.60319138,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6055,404,Adelaide - West,404,2019-09-08T00:00:00,137,57.77787018,120,50.03356552,18,7.59125328,28,11.6744976,6,NaN,NaN,NaN,14,5.90430784,20,8.33892727,34,14.33903408,45,18.76258659,NaN,NaN,6,NaN,7,NaN,9,NaN,78,32.89543152,57,23.76594353,43,18.13466072,63,26.26762009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6056,404,Adelaide - West,404,2019-09-15T00:00:00,104,43.86057281,153,63.79279327,15,6.32604408,28,11.6744976,8,NaN,8,NaN,21,8.85646248,11,4.58641005,49,20.66507721,46,19.179533,12,5.06083536,NaN,NaN,11,4.63909912,8,NaN,72,30.36501312,83,34.60654831,59,24.88244057,83,34.60654831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6057,404,Adelaide - West,404,2019-09-22T00:00:00,109,45.96925354,117,48.78272629,16,6.7477808,13,5.42030287,5,NaN,6,NaN,12,5.06083536,13,5.42030287,36,15.18250561,31,12.92533684,NaN,NaN,NaN,NaN,8,NaN,7,NaN,67,28.25633049,77,32.10486984,59,24.88244057,75,31.27097893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6058,404,Adelaide - West,404,2019-09-29T00:00:00,145,61.1517601,137,57.1216507,17,7.16951704,22,9.17282009,5,NaN,7,NaN,17,7.16951704,23,9.5897665,41,17.29118729,34,14.17617702,10,4.21736288,NaN,NaN,NaN,NaN,8,NaN,78,32.89543152,71,29.60319138,46,19.39986992,70,29.18624687,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6059,404,Adelaide - West,404,2019-10-06T00:00:00,89,37.53453064,120,50.03356552,12,5.06083536,15,6.25419569,6,NaN,11,4.58641005,13,5.4825716,14,5.83724928,44,18.55639648,37,15.42701626,5,NaN,6,NaN,10,4.21736288,13,5.42030287,71,29.94327545,65,27.10151482,55,23.19549561,58,24.18288994,6,NaN,7,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_605a,404,Adelaide - West,404,2019-10-13T00:00:00,121,51.03009033,100,41.6946373,18,7.59125328,11,4.58641005,6,NaN,NaN,NaN,16,6.7477808,15,6.25419569,33,13.91729832,36,15.01006889,NaN,NaN,8,NaN,9,NaN,9,NaN,73,30.78674889,71,29.60319138,61,25.725914,73,30.4370842,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_605b,404,Adelaide - West,404,2019-10-20T00:00:00,91,38.37800217,103,42.94547653,11,4.63909912,10,4.16946363,NaN,NaN,NaN,NaN,23,9.69993496,20,8.33892727,28,11.80861568,33,13.75922966,NaN,NaN,6,NaN,NaN,NaN,14,5.83724928,78,32.89543152,82,34.1896019,69,29.09980392,70,29.18624687,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_605c,404,Adelaide - West,404,2019-10-27T00:00:00,97,40.90842056,109,45.447155,13,5.4825716,14,5.83724928,10,4.21736288,9,NaN,17,7.16951704,11,4.58641005,42,17.71292305,38,15.84396172,NaN,NaN,7,NaN,NaN,NaN,6,NaN,77,32.47369385,86,35.85738754,45,18.97813225,54,22.51510429,9,NaN,10,4.16946363,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_605d,404,Adelaide - West,404,2019-11-03T00:00:00,94,39.64321136,100,41.6946373,9,NaN,11,4.58641005,NaN,NaN,6,NaN,9,NaN,18,7.50503445,43,18.13466072,40,16.67785454,11,4.63909912,6,NaN,6,NaN,13,5.42030287,87,36.6910553,70,29.18624687,43,18.13466072,69,28.76929855,NaN,NaN,11,4.58641005,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_605e,404,Adelaide - West,404,2019-11-10T00:00:00,97,40.90842056,96,40.02685165,18,7.59125328,17,7.08808851,8,NaN,NaN,NaN,13,5.4825716,14,5.83724928,35,14.76076984,38,15.84396172,6,NaN,9,NaN,NaN,NaN,6,NaN,80,33.73890305,85,35.44044113,64,26.99112129,77,32.10486984,9,NaN,7,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_605f,404,Adelaide - West,404,2019-11-17T00:00:00,97,40.90842056,115,47.94883347,14,5.90430784,13,5.42030287,6,NaN,8,NaN,15,6.32604408,24,10.00671291,34,14.33903408,41,17.09480095,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,75,31.63022232,69,28.76929855,42,17.71292305,63,26.26762009,8,NaN,12,5.00335646,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6060,404,Adelaide - West,404,2019-11-24T00:00:00,85,35.84758377,73,30.4370842,12,5.06083536,16,6.6711421,NaN,NaN,NaN,NaN,17,7.16951704,20,8.33892727,42,17.71292305,34,14.17617702,8,NaN,NaN,NaN,12,5.06083536,5,NaN,76,32.05195618,67,27.93540764,58,24.4607048,71,29.60319138,5,NaN,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6061,404,Adelaide - West,404,2019-12-01T00:00:00,89,37.53453064,105,43.77936935,13,5.4825716,13,5.42030287,NaN,NaN,9,NaN,13,5.4825716,21,8.75587368,41,17.29118729,29,12.09144497,NaN,NaN,NaN,NaN,6,NaN,9,NaN,74,31.20848465,86,35.85738754,54,22.77375984,69,28.76929855,8,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6062,404,Adelaide - West,404,2019-12-08T00:00:00,68,28.67806816,97,40.44379807,NaN,NaN,12,5.00335646,NaN,NaN,5,NaN,14,5.90430784,9,NaN,41,17.29118729,29,12.09144497,6,NaN,5,NaN,8,NaN,5,NaN,63,26.56938553,59,24.59983635,51,21.50855064,79,32.93876266,11,4.63909912,7,NaN,NaN,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_6063,404,Adelaide - West,404,2019-12-15T00:00:00,89,37.53453064,95,39.60990524,17,7.16951704,13,5.42030287,7,NaN,NaN,NaN,6,NaN,15,6.25419569,32,13.49556065,31,12.92533684,6,NaN,NaN,NaN,10,4.21736288,7,NaN,71,29.94327545,63,26.26762009,54,22.77375984,69,28.76929855,6,NaN,14,5.83724928,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_6064,404,Adelaide - West,404,2019-12-22T00:00:00,78,32.89543152,96,40.02685165,10,4.21736288,12,5.00335646,NaN,NaN,6,NaN,14,5.90430784,23,9.5897665,25,10.54340744,25,10.42365932,NaN,NaN,NaN,NaN,8,NaN,6,NaN,48,20.24334145,63,26.26762009,52,21.93028641,76,31.68792343,13,5.4825716,9,NaN,NaN,NaN,NaN,NaN
